date,Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,WeekStatus,Day_of_week
24/02/2018 06:30,4.82,4.82,0,0,70.71,100,23400,Weekend,Saturday
24/02/2018 19:30,40.03,0.72,2.99,0.02,99.98,99.72,70200,Weekend,Saturday
24/02/2018 20:15,79.31,8.75,0.65,0.04,99.4,100,72900,Weekend,Saturday
24/02/2018 21:30,74.34,7.06,0.65,0.03,99.55,100,77400,Weekend,Saturday
25/02/2018 01:30,5.44,5.69,0,0,69.1,100,5400,Weekend,Sunday
25/02/2018 07:45,3.85,4.14,0,0,68.1,100,27900,Weekend,Sunday
25/02/2018 10:15,4.54,0,18.76,0,100,23.52,36900,Weekend,Sunday
25/02/2018 15:45,4.18,0,16.74,0,100,24.23,56700,Weekend,Sunday
25/02/2018 22:45,4,3.67,0,0,73.68,100,81900,Weekend,Sunday
26/02/2018 06:00,3.78,3.1,0,0,77.32,100,21600,Weekday,Monday
26/02/2018 07:00,3.82,3.17,0,0,76.95,100,25200,Weekday,Monday
26/02/2018 08:30,56.81,40.86,0,0.03,81.18,100,30600,Weekday,Monday
26/02/2018 13:45,50.8,8.42,0,0.02,98.65,100,49500,Weekday,Monday
26/02/2018 21:30,6.52,0,26.57,0,100,23.83,77400,Weekday,Monday
27/02/2018 08:30,61.7,47.16,0,0.03,79.45,100,30600,Weekday,Tuesday
27/02/2018 09:45,72.4,33.34,0,0.03,90.83,100,35100,Weekday,Tuesday
27/02/2018 13:30,50.62,15.34,0,0.02,95.7,100,48600,Weekday,Tuesday
27/02/2018 13:45,56.74,21.28,0,0.03,93.63,100,49500,Weekday,Tuesday
27/02/2018 14:30,48.46,15.12,0,0.02,95.46,100,52200,Weekday,Tuesday
28/02/2018 00:15,5.94,5.65,0,0,72.46,100,900,Weekday,Wednesday
28/02/2018 05:30,4.1,4.43,0,0,67.92,100,19800,Weekday,Wednesday
28/02/2018 09:15,121.46,56.2,0,0.06,90.76,100,33300,Weekday,Wednesday
28/02/2018 11:45,61.96,37.26,0,0.03,85.7,100,42300,Weekday,Wednesday
28/02/2018 17:45,33.52,0.07,8.06,0.02,100,97.23,63900,Weekday,Wednesday
28/02/2018 21:15,24.41,1.33,12.92,0.01,99.85,88.38,76500,Weekday,Wednesday
01/03/2018 06:15,3.67,4.64,0,0,62.04,100,22500,Weekday,Thursday
01/03/2018 10:15,72.79,17.46,0.14,0.03,97.24,100,36900,Weekday,Thursday
01/03/2018 12:15,22.86,1.69,9.47,0.01,99.73,92.39,44100,Weekday,Thursday
01/03/2018 14:00,33.8,3.13,4.68,0.02,99.57,99.05,50400,Weekday,Thursday
01/03/2018 22:00,3.49,0,18.32,0,100,18.71,79200,Weekday,Thursday
02/03/2018 01:45,3.85,3.71,0,0,72.01,100,6300,Weekday,Friday
02/03/2018 04:00,3.28,2.81,0,0,75.94,100,14400,Weekday,Friday
02/03/2018 06:00,3.2,2.52,0.04,0,78.56,99.99,21600,Weekday,Friday
02/03/2018 12:15,12.96,3.17,16.63,0.01,97.14,61.47,44100,Weekday,Friday
02/03/2018 14:00,84.71,14.15,1.01,0.04,98.63,99.99,50400,Weekday,Friday
02/03/2018 16:15,26.42,0,12.67,0.01,100,90.17,58500,Weekday,Friday
02/03/2018 18:15,26.21,5.58,0.83,0.01,97.81,99.95,65700,Weekday,Friday
02/03/2018 21:30,37.19,3.96,2.59,0.02,99.44,99.76,77400,Weekday,Friday
02/03/2018 22:00,18.58,0,15.8,0.01,100,76.18,79200,Weekday,Friday
02/03/2018 22:15,4.68,2.02,13.32,0,91.81,33.15,80100,Weekday,Friday
03/03/2018 00:45,3.42,2.99,0,0,75.28,100,2700,Weekend,Saturday
03/03/2018 06:30,3.46,3.24,0,0,72.99,100,23400,Weekend,Saturday
03/03/2018 10:45,35.03,2.23,4.61,0.02,99.8,99.15,38700,Weekend,Saturday
03/03/2018 13:45,37.55,5.08,1.84,0.02,99.1,99.88,49500,Weekend,Saturday
03/03/2018 15:15,43.13,2.66,2.16,0.02,99.81,99.87,54900,Weekend,Saturday
03/03/2018 17:15,4.5,0,23.76,0,100,18.61,62100,Weekend,Saturday
04/03/2018 00:00,3.02,3.74,0,0,62.82,100,0,Weekend,Sunday
04/03/2018 02:30,3.06,3.89,0,0,61.83,100,9000,Weekend,Sunday
04/03/2018 12:00,3.13,0,5.08,0,100,52.46,43200,Weekend,Sunday
04/03/2018 13:30,3.24,0,17.42,0,100,18.29,48600,Weekend,Sunday
04/03/2018 14:00,3.28,0,17.46,0,100,18.46,50400,Weekend,Sunday
04/03/2018 17:15,3.31,0,17.06,0,100,19.05,62100,Weekend,Sunday
05/03/2018 02:45,3.02,3.78,0,0,62.42,100,9900,Weekday,Monday
05/03/2018 22:15,7.27,2.3,13.79,0,95.34,46.64,80100,Weekday,Monday
06/03/2018 03:00,4.75,5.87,0,0,62.9,100,10800,Weekday,Tuesday
06/03/2018 03:15,4.68,5.72,0,0,63.32,100,11700,Weekday,Tuesday
06/03/2018 14:15,52.27,21.35,0,0.02,92.58,100,51300,Weekday,Tuesday
06/03/2018 17:15,75.67,26.93,0,0.03,94.21,100,62100,Weekday,Tuesday
07/03/2018 01:30,3.13,3.02,0,0,71.96,100,5400,Weekday,Wednesday
07/03/2018 06:45,3.49,3.96,0,0,66.12,100,24300,Weekday,Wednesday
07/03/2018 13:30,102.28,43.78,0,0.05,91.93,100,48600,Weekday,Wednesday
07/03/2018 14:00,88.34,29.66,0,0.04,94.8,100,50400,Weekday,Wednesday
07/03/2018 19:45,5.36,0,26.78,0,100,19.63,71100,Weekday,Wednesday
08/03/2018 10:30,100.44,35.42,0,0.05,94.31,100,37800,Weekday,Thursday
08/03/2018 13:30,63.04,27.54,0,0.03,91.64,100,48600,Weekday,Thursday
08/03/2018 14:15,73.04,33.16,0,0.03,91.06,100,51300,Weekday,Thursday
08/03/2018 17:30,58.64,22.39,0,0.03,93.42,100,63000,Weekday,Thursday
09/03/2018 04:30,5.04,4.1,0,0,77.57,100,16200,Weekday,Friday
09/03/2018 07:30,6.34,3.64,0,0,86.72,100,27000,Weekday,Friday
09/03/2018 16:30,56.23,16.67,0,0.03,95.88,100,59400,Weekday,Friday
09/03/2018 20:00,4.14,0,27.36,0,100,14.96,72000,Weekday,Friday
10/03/2018 02:00,3.1,2.59,0,0,76.74,100,7200,Weekend,Saturday
10/03/2018 02:15,3.06,2.7,0,0,74.98,100,8100,Weekend,Saturday
10/03/2018 02:30,3.06,2.77,0,0,74.14,100,9000,Weekend,Saturday
10/03/2018 03:15,3.49,3.31,0,0,72.56,100,11700,Weekend,Saturday
10/03/2018 05:15,3.13,2.74,0,0,75.24,100,18900,Weekend,Saturday
11/03/2018 02:45,3.13,3.13,0,0,70.71,100,9900,Weekend,Sunday
11/03/2018 03:45,3.42,3.74,0,0,67.48,100,13500,Weekend,Sunday
11/03/2018 08:00,3.31,3.06,0,0,73.43,100,28800,Weekend,Sunday
11/03/2018 14:00,30.85,1.15,1.66,0.01,99.93,99.86,50400,Weekend,Sunday
11/03/2018 18:15,30.2,13.54,0.14,0.01,91.25,100,65700,Weekend,Sunday
12/03/2018 05:30,3.17,3.38,0,0,68.41,100,19800,Weekday,Monday
12/03/2018 16:30,75.1,21.53,0,0.03,96.13,100,59400,Weekday,Monday
12/03/2018 23:30,4.46,6.05,0,0,59.34,100,84600,Weekday,Monday
13/03/2018 00:00,3.78,4.32,0,0,65.85,100,0,Weekday,Tuesday
13/03/2018 00:45,4.54,6.59,0,0,56.73,100,2700,Weekday,Tuesday
13/03/2018 01:45,4.54,6.62,0,0,56.56,100,6300,Weekday,Tuesday
13/03/2018 06:15,3.71,4.61,0,0,62.7,100,22500,Weekday,Tuesday
13/03/2018 07:00,3.71,4.72,0,0,61.8,100,25200,Weekday,Tuesday
13/03/2018 12:15,17.5,6.19,17.28,0.01,94.28,71.16,44100,Weekday,Tuesday
13/03/2018 16:00,57.74,23.18,0,0.03,92.8,100,57600,Weekday,Tuesday
13/03/2018 17:15,62.42,32.08,0,0.03,88.94,100,62100,Weekday,Tuesday
13/03/2018 18:00,28.58,0,8.46,0.01,100,95.89,64800,Weekday,Tuesday
13/03/2018 18:30,46.87,37.12,0,0.02,78.39,100,66600,Weekday,Tuesday
13/03/2018 19:45,48.74,19.98,0,0.02,92.53,100,71100,Weekday,Tuesday
13/03/2018 20:15,58.14,28.3,0,0.03,89.91,100,72900,Weekday,Tuesday
14/03/2018 00:30,3.89,4.9,0,0,62.18,100,1800,Weekday,Wednesday
14/03/2018 08:30,62.14,56.05,0,0.03,74.26,100,30600,Weekday,Wednesday
14/03/2018 10:15,84.6,37.3,0,0.04,91.5,100,36900,Weekday,Wednesday
14/03/2018 11:30,81.68,50.9,0,0.04,84.87,100,41400,Weekday,Wednesday
14/03/2018 23:15,3.96,5.65,0,0,57.39,100,83700,Weekday,Wednesday
15/03/2018 09:00,123.44,56.3,0,0.06,90.98,100,32400,Weekday,Thursday
15/03/2018 10:30,125.1,50.22,0,0.06,92.8,100,37800,Weekday,Thursday
15/03/2018 10:45,97.92,36.58,0,0.04,93.68,100,38700,Weekday,Thursday
15/03/2018 12:00,95.94,62.39,0,0.04,83.83,100,43200,Weekday,Thursday
15/03/2018 17:30,70.13,36.97,0.07,0.03,88.46,100,63000,Weekday,Thursday
16/03/2018 06:45,3.1,4.32,0,0,58.3,100,24300,Weekday,Friday
16/03/2018 07:30,3.78,3.82,0,0,70.34,100,27000,Weekday,Friday
16/03/2018 22:00,4.14,0,26.5,0,100,15.44,79200,Weekday,Friday
17/03/2018 02:00,3.71,4.39,0,0,64.55,100,7200,Weekend,Saturday
17/03/2018 10:30,26.03,0,12.56,0.01,100,90.06,37800,Weekend,Saturday
17/03/2018 12:00,34.24,8.78,0,0.02,96.87,100,43200,Weekend,Saturday
17/03/2018 13:30,27.86,0.29,7.49,0.01,99.99,96.57,48600,Weekend,Saturday
17/03/2018 19:15,4.03,0,26.6,0,100,14.98,69300,Weekend,Saturday
17/03/2018 21:30,4.03,0,26.71,0,100,14.92,77400,Weekend,Saturday
17/03/2018 22:45,3.1,3.49,0,0,66.41,100,81900,Weekend,Saturday
18/03/2018 03:15,3.02,3.35,0,0,66.96,100,11700,Weekend,Sunday
18/03/2018 15:45,3.2,0,17.78,0,100,17.71,56700,Weekend,Sunday
18/03/2018 16:45,3.28,0,17.82,0,100,18.1,60300,Weekend,Sunday
18/03/2018 19:45,3.35,0,17.42,0,100,18.88,71100,Weekend,Sunday
18/03/2018 22:30,3.1,3.74,0,0,63.82,100,81000,Weekend,Sunday
19/03/2018 00:00,3.64,4.36,0,0,64.09,100,0,Weekday,Monday
19/03/2018 03:45,3.1,3.64,0,0,64.84,100,13500,Weekday,Monday
19/03/2018 04:45,3.1,3.6,0,0,65.25,100,17100,Weekday,Monday
19/03/2018 12:45,6.48,0,25.96,0,100,24.22,45900,Weekday,Monday
19/03/2018 15:00,56.41,26.53,0,0.03,90.49,100,54000,Weekday,Monday
19/03/2018 20:00,48.67,14.94,0,0.02,95.6,100,72000,Weekday,Monday
19/03/2018 21:30,4.25,0,25.85,0,100,16.22,77400,Weekday,Monday
19/03/2018 23:45,3.67,4.39,0,0,64.14,100,85500,Weekday,Monday
20/03/2018 02:00,3.1,3.82,0,0,63.01,100,7200,Weekday,Tuesday
20/03/2018 03:45,3.1,3.64,0,0,64.84,100,13500,Weekday,Tuesday
20/03/2018 05:00,3.13,3.49,0,0,66.77,100,18000,Weekday,Tuesday
20/03/2018 07:45,4.46,4.86,0,0,67.61,100,27900,Weekday,Tuesday
20/03/2018 13:45,83.59,33.88,0,0.04,92.68,100,49500,Weekday,Tuesday
20/03/2018 16:00,68.04,30.49,0,0.03,91.26,100,57600,Weekday,Tuesday
20/03/2018 16:15,56.95,24.41,0,0.03,91.91,100,58500,Weekday,Tuesday
20/03/2018 16:45,73.22,36.83,0,0.03,89.34,100,60300,Weekday,Tuesday
20/03/2018 23:00,3.92,4.82,0,0,63.1,100,82800,Weekday,Tuesday
21/03/2018 02:30,3.28,3.42,0,0,69.22,100,9000,Weekday,Wednesday
21/03/2018 07:15,3.2,3.28,0,0,69.83,100,26100,Weekday,Wednesday
21/03/2018 11:45,78.44,53.06,0,0.04,82.83,100,42300,Weekday,Wednesday
21/03/2018 12:30,6.59,0,26.17,0,100,24.42,45000,Weekday,Wednesday
21/03/2018 13:45,71.14,34.7,0,0.03,89.88,100,49500,Weekday,Wednesday
21/03/2018 14:15,54.97,14.58,0,0.03,96.66,100,51300,Weekday,Wednesday
21/03/2018 16:00,64.26,28.19,0,0.03,91.58,100,57600,Weekday,Wednesday
21/03/2018 19:15,40.18,0.76,2.16,0.02,99.98,99.86,69300,Weekday,Wednesday
22/03/2018 00:15,3.89,5.04,0,0,61.1,100,900,Weekday,Thursday
22/03/2018 00:45,3.92,4.79,0,0,63.33,100,2700,Weekday,Thursday
22/03/2018 12:30,7.31,0,26.71,0,100,26.4,45000,Weekday,Thursday
22/03/2018 15:15,104.76,36.22,0,0.05,94.51,100,54900,Weekday,Thursday
22/03/2018 15:45,110.66,30.2,0,0.05,96.47,100,56700,Weekday,Thursday
22/03/2018 22:45,6.59,6.26,0,0,72.5,100,81900,Weekday,Thursday
23/03/2018 00:00,3.67,4.36,0,0,64.4,100,0,Weekday,Friday
23/03/2018 07:45,5.65,6.26,0,0,67,100,27900,Weekday,Friday
23/03/2018 13:00,5.44,0,18.94,0,100,27.61,46800,Weekday,Friday
23/03/2018 13:45,101.56,40.46,0,0.05,92.9,100,49500,Weekday,Friday
23/03/2018 15:30,116.03,41.9,0,0.05,94.06,100,55800,Weekday,Friday
23/03/2018 19:15,68.98,27.61,0,0.03,92.84,100,69300,Weekday,Friday
24/03/2018 10:30,36.4,0.79,2.27,0.02,99.98,99.81,37800,Weekend,Saturday
24/03/2018 12:15,6.34,0.86,13.75,0,99.09,41.87,44100,Weekend,Saturday
24/03/2018 15:00,33.84,1.8,1.55,0.02,99.86,99.9,54000,Weekend,Saturday
24/03/2018 17:00,27.04,1.51,7.67,0.01,99.84,96.2,61200,Weekend,Saturday
24/03/2018 17:45,4.21,0,25.67,0,100,16.18,63900,Weekend,Saturday
24/03/2018 18:30,3.89,0,7.56,0,100,45.75,66600,Weekend,Saturday
24/03/2018 18:45,4,0,21.71,0,100,18.12,67500,Weekend,Saturday
25/03/2018 00:45,3.1,3.24,0,0,69.13,100,2700,Weekend,Sunday
25/03/2018 01:30,3.1,3.42,0,0,67.16,100,5400,Weekend,Sunday
25/03/2018 03:30,3.1,3.46,0,0,66.73,100,12600,Weekend,Sunday
25/03/2018 08:30,36.68,27.79,0,0.02,79.71,100,30600,Weekend,Sunday
25/03/2018 20:15,4.07,0,26.46,0,100,15.2,72900,Weekend,Sunday
26/03/2018 13:30,47.27,9.47,0.07,0.02,98.05,100,48600,Weekday,Monday
26/03/2018 17:00,41.58,5.83,1.3,0.02,99.03,99.95,61200,Weekday,Monday
27/03/2018 02:00,3.71,4.43,0,0,64.21,100,7200,Weekday,Tuesday
28/03/2018 15:15,59.51,29.74,0,0.03,89.45,100,54900,Weekday,Wednesday
28/03/2018 15:30,54.65,28.55,0,0.03,88.63,100,55800,Weekday,Wednesday
28/03/2018 16:45,54.58,22.5,0,0.03,92.45,100,60300,Weekday,Wednesday
28/03/2018 17:45,39.42,3.17,1.66,0.02,99.68,99.91,63900,Weekday,Wednesday
29/03/2018 03:30,3.02,3.82,0,0,62.02,100,12600,Weekday,Thursday
29/03/2018 04:45,3.53,4.93,0,0,58.22,100,17100,Weekday,Thursday
29/03/2018 07:15,3.56,5.04,0,0,57.69,100,26100,Weekday,Thursday
29/03/2018 13:15,41.83,17.53,5.87,0.02,92.23,99.03,47700,Weekday,Thursday
29/03/2018 21:15,26.57,0,10.69,0.01,100,92.77,76500,Weekday,Thursday
30/03/2018 06:00,3.31,4.18,0,0,62.08,100,21600,Weekday,Friday
30/03/2018 09:15,64.19,32.08,0,0.03,89.45,100,33300,Weekday,Friday
30/03/2018 17:15,68,37.37,0,0.03,87.64,100,62100,Weekday,Friday
30/03/2018 20:30,3.71,0,26.06,0,100,14.09,73800,Weekday,Friday
31/03/2018 05:30,2.84,4.07,0,0,57.22,100,19800,Weekend,Saturday
01/04/2018 13:00,3.17,0,16.63,0,100,18.72,46800,Weekend,Sunday
01/04/2018 15:45,3.06,0,16.96,0,100,17.76,56700,Weekend,Sunday
01/04/2018 16:00,3.1,0,16.88,0,100,18.06,57600,Weekend,Sunday
01/04/2018 16:30,2.99,0,16.99,0,100,17.33,59400,Weekend,Sunday
01/04/2018 16:45,3.02,0,16.92,0,100,17.57,60300,Weekend,Sunday
01/04/2018 17:30,3.53,0,22.36,0,100,15.59,63000,Weekend,Sunday
01/04/2018 22:00,3.56,0,22.9,0,100,15.36,79200,Weekend,Sunday
02/04/2018 00:15,2.77,4.03,0,0,56.64,100,900,Weekday,Monday
02/04/2018 05:00,2.81,4.18,0,0,55.79,100,18000,Weekday,Monday
02/04/2018 12:00,62.75,48.31,0,0.03,79.24,100,43200,Weekday,Monday
02/04/2018 19:00,44.03,12.6,0,0.02,96.14,100,68400,Weekday,Monday
02/04/2018 21:45,4.21,0,26.21,0,100,15.86,78300,Weekday,Monday
02/04/2018 22:15,3.96,1.87,14.94,0,90.42,25.62,80100,Weekday,Monday
02/04/2018 22:45,3.74,4.75,0,0,61.86,100,81900,Weekday,Monday
03/04/2018 00:15,3.67,4.64,0,0,62.04,100,900,Weekday,Tuesday
03/04/2018 03:45,3.38,4.21,0,0,62.6,100,13500,Weekday,Tuesday
03/04/2018 05:30,3.13,4,0,0,61.63,100,19800,Weekday,Tuesday
03/04/2018 06:00,3.06,4.14,0,0,59.44,100,21600,Weekday,Tuesday
03/04/2018 08:30,112.64,72.36,0,0.05,84.14,100,30600,Weekday,Tuesday
03/04/2018 11:45,87.44,50.8,0,0.04,86.47,100,42300,Weekday,Tuesday
03/04/2018 14:45,63.14,25.27,0,0.03,92.84,100,53100,Weekday,Tuesday
03/04/2018 23:30,3.6,4.39,0,0,63.41,100,84600,Weekday,Tuesday
04/04/2018 02:00,3.64,4.39,0,0,63.83,100,7200,Weekday,Wednesday
04/04/2018 08:45,66.02,66.89,0,0.03,70.25,100,31500,Weekday,Wednesday
04/04/2018 11:45,67.9,51.52,0,0.03,79.66,100,42300,Weekday,Wednesday
04/04/2018 14:00,56.09,24.59,0,0.03,91.59,100,50400,Weekday,Wednesday
05/04/2018 05:30,3.67,5.08,0,0,58.56,100,19800,Weekday,Thursday
05/04/2018 12:30,4.25,0,16.88,0,100,24.42,45000,Weekday,Thursday
05/04/2018 15:15,54.58,19.58,0,0.03,94.13,100,54900,Weekday,Thursday
05/04/2018 17:45,33.62,1.44,7.49,0.02,99.91,97.61,63900,Weekday,Thursday
05/04/2018 23:45,3.82,4.82,0,0,62.11,100,85500,Weekday,Thursday
06/04/2018 01:30,3.85,5.08,0,0,60.4,100,5400,Weekday,Friday
06/04/2018 02:15,3.56,5.18,0,0,56.64,100,8100,Weekday,Friday
06/04/2018 09:45,72.4,17.89,0,0.03,97.08,100,35100,Weekday,Friday
06/04/2018 10:15,95.18,29.84,0,0.04,95.42,100,36900,Weekday,Friday
06/04/2018 10:30,78.73,25.88,0,0.04,95,100,37800,Weekday,Friday
06/04/2018 10:45,77.47,28.04,0,0.04,94.03,100,38700,Weekday,Friday
06/04/2018 11:45,104.47,46.04,0,0.05,91.51,100,42300,Weekday,Friday
06/04/2018 12:45,4.9,0,16.2,0,100,28.95,45900,Weekday,Friday
06/04/2018 13:45,102.02,43.63,0,0.05,91.94,100,49500,Weekday,Friday
06/04/2018 14:15,103.03,29.27,0,0.05,96.19,100,51300,Weekday,Friday
06/04/2018 16:15,94,25.56,0,0.04,96.5,100,58500,Weekday,Friday
06/04/2018 20:00,81.79,15.01,0.14,0.04,98.36,100,72000,Weekday,Friday
07/04/2018 06:15,3.17,5.33,0,0,51.12,100,22500,Weekend,Saturday
07/04/2018 08:45,62.78,37.76,0,0.03,85.69,100,31500,Weekend,Saturday
07/04/2018 11:45,68,25.92,0,0.03,93.44,100,42300,Weekend,Saturday
07/04/2018 17:15,4.18,0,21.78,0,100,18.85,62100,Weekend,Saturday
07/04/2018 19:30,4.75,0,26.39,0,100,17.71,70200,Weekend,Saturday
07/04/2018 21:00,3.35,0,17.21,0,100,19.11,75600,Weekend,Saturday
07/04/2018 22:00,3.31,0,17.35,0,100,18.74,79200,Weekend,Saturday
07/04/2018 23:30,3.64,4.97,0,0,59.09,100,84600,Weekend,Saturday
08/04/2018 00:45,3.13,4.32,0,0,58.67,100,2700,Weekend,Sunday
08/04/2018 03:30,3.64,5.26,0,0,56.9,100,12600,Weekend,Sunday
08/04/2018 07:30,3.2,5.04,0,0,53.6,100,27000,Weekend,Sunday
08/04/2018 09:00,100.44,29.12,0,0.05,96.04,100,32400,Weekend,Sunday
08/04/2018 10:15,101.7,23.87,0,0.05,97.35,100,36900,Weekend,Sunday
08/04/2018 11:15,102.71,41,0,0.05,92.87,100,40500,Weekend,Sunday
08/04/2018 13:45,78.62,15.12,1.4,0.04,98.2,99.98,49500,Weekend,Sunday
08/04/2018 16:00,27,0,8.24,0.01,100,95.65,57600,Weekend,Sunday
08/04/2018 17:15,4.14,0,26.03,0,100,15.71,62100,Weekend,Sunday
08/04/2018 17:30,4.1,0,25.99,0,100,15.58,63000,Weekend,Sunday
08/04/2018 18:30,3.71,0,8.24,0,100,41.05,66600,Weekend,Sunday
09/04/2018 00:30,3.64,4.57,0,0,62.3,100,1800,Weekday,Monday
09/04/2018 04:30,3.06,3.82,0,0,62.52,100,16200,Weekday,Monday
09/04/2018 06:00,2.99,3.56,0,0,64.31,100,21600,Weekday,Monday
09/04/2018 12:30,7.06,0,25.85,0,100,26.35,45000,Weekday,Monday
09/04/2018 20:00,108.5,55.37,0,0.05,89.07,100,72000,Weekday,Monday
09/04/2018 21:30,52.02,6.3,2.2,0.02,99.27,99.91,77400,Weekday,Monday
09/04/2018 23:45,3.53,3.74,0,0,68.64,100,85500,Weekday,Monday
10/04/2018 02:00,4,4.14,0,0,69.48,100,7200,Weekday,Tuesday
10/04/2018 04:15,2.92,2.74,0,0,72.92,100,15300,Weekday,Tuesday
10/04/2018 05:45,3.31,3.6,0,0,67.68,100,20700,Weekday,Tuesday
10/04/2018 09:30,66.64,30.42,0,0.03,90.97,100,34200,Weekday,Tuesday
10/04/2018 10:45,53.96,19.73,0,0.02,93.92,100,38700,Weekday,Tuesday
10/04/2018 17:00,67.79,32.47,0,0.03,90.19,100,61200,Weekday,Tuesday
11/04/2018 04:30,3.46,4.68,0,0,59.45,100,16200,Weekday,Wednesday
11/04/2018 08:15,53.96,50.26,0,0.02,73.17,100,29700,Weekday,Wednesday
11/04/2018 09:00,52.78,28.01,0,0.02,88.33,100,32400,Weekday,Wednesday
11/04/2018 16:30,56.2,27.97,0,0.03,89.53,100,59400,Weekday,Wednesday
11/04/2018 20:15,105.19,33.88,0,0.05,95.18,100,72900,Weekday,Wednesday
11/04/2018 21:00,36.68,4.82,15.05,0.02,99.15,92.52,75600,Weekday,Wednesday
11/04/2018 22:30,3.6,4.86,0,0,59.52,100,81000,Weekday,Wednesday
12/04/2018 05:00,3.13,4.64,0,0,55.92,100,18000,Weekday,Thursday
12/04/2018 05:15,3.13,4.79,0,0,54.7,100,18900,Weekday,Thursday
12/04/2018 05:45,3.6,4.93,0,0,58.97,100,20700,Weekday,Thursday
12/04/2018 09:15,118.55,49.82,0,0.05,92.19,100,33300,Weekday,Thursday
12/04/2018 15:45,77.15,42.88,0,0.04,87.41,100,56700,Weekday,Thursday
12/04/2018 19:15,35.1,1.04,1.87,0.02,99.96,99.86,69300,Weekday,Thursday
12/04/2018 21:00,20.66,0.65,13.72,0.01,99.95,83.3,75600,Weekday,Thursday
12/04/2018 21:15,5.94,0,25.67,0,100,22.54,76500,Weekday,Thursday
13/04/2018 02:30,3.42,4.39,0,0,61.46,100,9000,Weekday,Friday
13/04/2018 12:30,4.43,0,19.51,0,100,22.14,45000,Weekday,Friday
13/04/2018 21:45,5.29,0,25.78,0,100,20.1,78300,Weekday,Friday
13/04/2018 22:00,5.29,0,25.85,0,100,20.05,79200,Weekday,Friday
13/04/2018 22:30,4.9,5.36,0,0,67.47,100,81000,Weekday,Friday
13/04/2018 22:45,4.75,5.26,0,0,67.02,100,81900,Weekday,Friday
14/04/2018 00:45,3.6,3.6,0,0,70.71,100,2700,Weekend,Saturday
14/04/2018 02:15,3.67,4.07,0,0,66.97,100,8100,Weekend,Saturday
14/04/2018 03:30,3.06,3.89,0,0,61.83,100,12600,Weekend,Saturday
14/04/2018 03:45,3.13,4.1,0,0,60.68,100,13500,Weekend,Saturday
14/04/2018 04:15,3.1,4.1,0,0,60.31,100,15300,Weekend,Saturday
14/04/2018 05:15,3.17,4.28,0,0,59.52,100,18900,Weekend,Saturday
14/04/2018 06:45,3.28,4.75,0,0,56.82,100,24300,Weekend,Saturday
14/04/2018 09:30,35.53,0,4.32,0.02,100,99.27,34200,Weekend,Saturday
14/04/2018 10:15,36.97,0.68,2.2,0.02,99.98,99.82,36900,Weekend,Saturday
14/04/2018 15:30,35.46,0.94,2.2,0.02,99.96,99.81,55800,Weekend,Saturday
14/04/2018 16:00,34.2,0.86,2.38,0.02,99.97,99.76,57600,Weekend,Saturday
14/04/2018 22:45,3.38,3.89,0,0,65.59,100,81900,Weekend,Saturday
15/04/2018 01:00,3.64,4.46,0,0,63.23,100,3600,Weekend,Sunday
15/04/2018 08:00,3.1,4.03,0,0,60.97,100,28800,Weekend,Sunday
15/04/2018 09:45,3.35,0,17.64,0,100,18.66,35100,Weekend,Sunday
15/04/2018 11:30,3.13,0,5.72,0,100,48,41400,Weekend,Sunday
15/04/2018 15:30,3.82,0,24.52,0,100,15.39,55800,Weekend,Sunday
15/04/2018 19:15,3.31,0,17.57,0,100,18.51,69300,Weekend,Sunday
15/04/2018 23:15,3.06,3.6,0,0,64.76,100,83700,Weekend,Sunday
15/04/2018 23:30,3.1,3.71,0,0,64.12,100,84600,Weekend,Sunday
16/04/2018 03:30,3.13,3.78,0,0,63.78,100,12600,Weekday,Monday
16/04/2018 14:00,52.85,21.92,0,0.02,92.37,100,50400,Weekday,Monday
16/04/2018 14:30,75.67,44.14,0,0.03,86.38,100,52200,Weekday,Monday
16/04/2018 22:15,4.14,1.51,13.93,0,93.95,28.49,80100,Weekday,Monday
17/04/2018 01:45,3.28,4.32,0,0,60.47,100,6300,Weekday,Tuesday
17/04/2018 04:15,3.17,4.03,0,0,61.83,100,15300,Weekday,Tuesday
17/04/2018 07:45,4.9,4.93,0,0,70.49,100,27900,Weekday,Tuesday
17/04/2018 12:45,5.47,0,22.21,0,100,23.91,45900,Weekday,Tuesday
17/04/2018 22:00,4.75,0,26.21,0,100,17.83,79200,Weekday,Tuesday
18/04/2018 01:15,3.71,3.28,0,0,74.92,100,4500,Weekday,Wednesday
18/04/2018 01:45,3.67,3.42,0,0,73.16,100,6300,Weekday,Wednesday
18/04/2018 11:15,94.03,57.28,0,0.04,85.4,100,40500,Weekday,Wednesday
18/04/2018 13:15,60.88,22.75,2.59,0.03,93.67,99.91,47700,Weekday,Wednesday
18/04/2018 14:30,50.08,20.2,0,0.02,92.74,100,52200,Weekday,Wednesday
18/04/2018 15:30,50.15,24.8,0,0.02,89.64,100,55800,Weekday,Wednesday
18/04/2018 15:45,54.29,27.54,0,0.02,89.18,100,56700,Weekday,Wednesday
18/04/2018 23:00,3.64,3.49,0,0,72.18,100,82800,Weekday,Wednesday
